SKU/ Item Code,Item Name ,Second  Name ,Item Type,Item Category (Accounting),Category Name (Accounting),Disable on Regular Orders,Disable on Flexship
PVOLUMET,Spook Volume System + ReStyle Sculpting Taffy,,P,1,Products,T,T
PWRBOOST,POWER BOOST SYSTEM,,P,9,Systems,,T
R3SYSTEM,R3 System,6000000357,P,9,Systems,,T
RCGCC,Congratulation Card,,P,5,Samples and POP,T,T
RCGCL,Carry-On Luggage,,P,5,Samples and POP,T,T
RCGDIR,Director Recognition - Luggage,,P,5,Samples and POP,T,T
RCGLL,Large Luggage,,P,5,Samples and POP,T,T
RECOGNITION,Recognition,,P,8,Promotional Kits,,T
REINSTATE,MP Reinstatement Fee,,S,7,Other Income,,T
RENEWALFEE,MP Renewal Fee,,S,7,Other Income,,T
RENEWSMM,Renew 8oz & OFY Super Moisture Masque 4oz,Only to be used for Replacements,P,8,Promotional Kits,T,T
RENIRT,Renew Shampoo + IRT Shampoo,,P,8,Promotional Kits,T,T
RENJUN,Renew Shampoo + Junior Shampoo,,P,8,Promotional Kits,T,T
RENREN,Renew Shmapoo + Renew Shampoo,,P,8,Promotional Kits,T,T
RENREV,Renew Shampoo + Revive Shampoo,,P,8,Promotional Kits,T,T
REPLACE01,Replacemnet SKU for printing in batch,,S,7,Other Income,T,T
REVIRC,Revitalize Conditioner + Intense Repair Condi,REVIRC,P,8,Promotional Kits,T,T
REVIRT,Revive Shampoo + IRT Shampoo,,P,8,Promotional Kits,T,T
REVIVEDRY,Revive Shampoo 8oz & OFY Air Dry 4oz,Only for replacements,P,1,Products,T,T
REVJUN,Revive Shampoo + Junior Shampoo,,P,8,Promotional Kits,T,T
REVRET,Revitalize Conditioner + Revitalize Condition,REVRET,P,8,Promotional Kits,T,T
REVREV,Revive Shampoo + Revive Shampoo,,P,8,Promotional Kits,T,T
REVRLI,Revitalize Conditioner + Restore Leave-In Con,REVRLI,P,8,Promotional Kits,T,T
REVSDC,Revitalize Conditioner + Smoothing Deep Condi,,P,8,Promotional Kits,T,T
RJVABPROM1,1 Rejuvabeads + 1 Replenish Masque,,P,8,Promotional Kits,T,T
RJVABPROM2,2 Rejuvabeads + 1 Replenish Masque,,P,8,Promotional Kits,T,T
RJVBDSPRM,Rejuvabeads - Offer,20003.2.4A,P,8,Promotional Kits,T,T
RLCRLC,Restore Leave-In Conditioner + Restore Leave-,RLCRLC,P,8,Promotional Kits,T,T
RLISDC,Restore Leave-In Conditioner + Smoothing Deep,,P,8,Promotional Kits,T,T
ROCKTKIT,Booster Kit,BOOSTER,P,8,Promotional Kits,,T
ROLL BRUSH,Thermal Roller Brush (Large),ROLLER BRUSH,P,5,Samples and POP,,T
ROLL BRUSH2,Thermal Roller Brush (S) + Canvas Bag Small,THERM ROLL BRUSH-2,P,5,Samples and POP,,T
S-4476,Large Box 17 x 11 x 12,,P,6,Packaging,T,T
S3PROMO2,S3 Supplement Promo,,P,8,Promotional Kits,T,T
SAP1,SAP Test OTFK,,P,1,Products,,T
SAP2,SAP Test NON OTFK,,P,1,Products,,T
SDCSDC,Smoothing Deep Conditioner + Smoothing Deep C,,P,8,Promotional Kits,T,T
SELECTSAMP,Select Sampling Pack,,P,5,Samples and POP,,T
SELSAMPCRD,Select Sampling Card,,P,5,Samples and POP,,T
SHATMAS,Hair TMasque - Invalid,(Do not use) (Use this SKU: OFTRAREJUV),P,8,Promotional Kits,T,T
SHEHMAS,Heavenly HMasque - Invalid,(Do not use this SKU) (Please use OFHEAREJUV),P,8,Promotional Kits,T,T
SHIPABI,Shipping for Business Bag,,S,7,Other Income,T,T
SHIPGLP,Shipping for Glam Pack,,S,7,Other Income,T,T
SHIPIPAD,Shipping for iPad (June),,S,7,Other Income,T,T
SHIPIPAD2,Shipping for iPad (July),,S,7,Other Income,T,T
SHIPRTCHR,Shipping for RejuvaTrio (February),,S,7,Other Income,T,T
SHIPRTDEC,Shipping for Rejuvatrio (December),,S,7,Other Income,T,T
SHIPRTRIO,Shipping For ReujaTrio (November),,S,7,Other Income,T,T
SHIPSMPPKE,Shipping for Sample Pack (English),,S,7,Other Income,T,T
SHIPSMPPKF,Shipping for Sample Pack (French),,S,7,Other Income,T,T
SHIPSOTG,Shipping Stylin' On the Go Set (June),,S,7,Other Income,T,T
SHIPSOTG2,Shipping Stylin' On the Go Set (July),,S,7,Other Income,T,T
SHIPTOSPA,Shipping for Tote and Hair Spa (July),,S,7,Other Income,T,T
SHIPTOTE,Shipping for Tote Bag,,S,7,Other Income,T,T
SHIPTOTEUK,Shipping for Tote Bag (UK),SHIPTOTEUK,S,7,Other Income,T,T
SHIPTRICAS,Shipping for Trio of Cases,,S,7,Other Income,T,T
SHOWERCAP,Shower Cap,,P,5,Samples and POP,,T
SILKPILCSE,Pillow Case,,P,5,Samples and POP,,T
SIOBLO,Blow Out Cream - Style It Out,20027.4.0A,P,8,Promotional Kits,T,T
SIODRY,The Champ Dry Shampoo - Style It Out,20050.4.0A,P,8,Promotional Kits,T,T
SIOHAI,ReFinish Control Hairspray - Style It Out,20049.8.0A,P,8,Promotional Kits,T,T
SIOROO,Reshape Root Lifter - Style It Out,20019.4.5A,P,8,Promotional Kits,T,T
SKSMPLSV1,Starter Kit Sample Pack,,P,5,Samples and POP,T,T
SMARTSIN10,SMART Start Earnings Insert (10 Pack),,P,5,Samples and POP,T,T
SMARTSINU,SMART Start Earnings Insert (Unit),,P,5,Samples and POP,T,T
SMODRY,Smoothing Shampoo + Dry Shampoo,,P,8,Promotional Kits,T,T
SMOIRS,Smoothing Shampoo + IR Shampoo,,P,8,Promotional Kits,T,T
SMOOTHDUO,Smoothing Duo Promo,,P,8,Promotional Kits,T,T
SMOREN,Smoothing Shampoo + Renew Shampoo,,P,8,Promotional Kits,T,T
SMOREV,Smoothing Shampoo + Revive Shampoo,,P,8,Promotional Kits,T,T
SMOSMO,Smoothing Shampoo + Smoothing Shampoo,,P,8,Promotional Kits,T,T
SMPLBAG,Jelly Bag,SAMPLE BAG,P,5,Samples and POP,,T
SMRTSPK,Smart Start Select Sampler Pack,,P,5,Samples and POP,T,T
SMSTRTRM10,Smart Start Road Map (10 Pack),,P,5,Samples and POP,T,T
SMSTRTRMU,SMART Start Road Map USA,4000000092,P,5,Samples and POP,,T
SMTHBLK,Smoothing Conditioner + Black Sh + Hair Wrap,,P,8,Promotional Kits,T,T
SMTHIRT,Smoothing Conditioner + IRT Sh + Hair Wrap,,P,8,Promotional Kits,T,T
SMTHREN,Smoothing Conditioner + Renew Sh + Hair Wrap,,P,8,Promotional Kits,T,T
SMTHREV,Smoothing Conditioner + Revive Sh + Hair Wrap,,P,8,Promotional Kits,T,T
SOCKS,Monat Custom Socks,,P,5,Samples and POP,,T
SP-FASTSTART,FAST START PROGRAM FLYER STARTER KIT SPANISH,,P,5,Samples and POP,T,T
SP-FIRST72HRS,FIRST 72 HOURS FLYER STARTER KIT SPANISH,,P,5,Samples and POP,T,T
SP-FIRSTFLMNTH,FIRST FULL MONTH FLYER STARTER KIT SPANISH,,P,5,Samples and POP,T,T
SP-FLYER500+,500+ FLYER STARTER KIT SPANISH,,P,5,Samples and POP,T,T
SP-FOUNDERS,FOUNDERS FLYER STARTER KIT SPANISH,,P,5,Samples and POP,T,T
SP-WELCOMELETTE,WELCOME LETTER FLYER STARTER KIT SPANISH,,P,5,Samples and POP,T,T
SP101REJBR,Spanish 101 Rejunveniqe Brochure Unit,,P,5,Samples and POP,T,T
SP101REJPK,Spanish 101 Rejuveniqe brochure(10Pk),,P,5,Samples and POP,T,T
SP10240000,Spanish Product Brochure (10 Pack),,P,5,Samples and POP,T,T
SP10241000,Spanish Product Brochure Unit,,P,5,Samples and POP,T,T
SP10280000,Spanish VIP Customer Brochure Unit,,P,5,Samples and POP,T,T
SP10281000,Spanish VIP Brochure (10 pack),,P,5,Samples and POP,T,T
SP10290000,Spanish Opportunity Brochure (10 Pack),,P,5,Samples and POP,T,T
SP10291000,Spanish Opportunity Brochure Unit,,P,5,Samples and POP,T,T
SP10301000,Spanish Product Catalog Unit,,P,5,Samples and POP,T,T
SP1340000,Spanish Price list,,P,5,Samples and POP,T,T
SP20060000,Meet MONAT Event Package Spanish Small,Spanish Event pack 30 each,P,5,Samples and POP,T,T
SP20080000,Meet MONAT Event Package Spanish Large,Spanish Pack of 90 each,P,5,Samples and POP,T,T
SPBLK,BLACK SYSTEM - Special,,P,8,Promotional Kits,,T
SPBLO,Blonde duo - Special,,P,8,Promotional Kits,,T
SPBRU,Brunette Duo - Special,,P,8,Promotional Kits,,T
SPC1,Effortless Style System - £ 15,6000000346,P,8,Promotional Kits,,T
SPCC,CLASSIC CONFIDENCE SYSTEM - Special,10170000,P,8,Promotional Kits,,T
SPHYD,HYDRATION SYSTEM - Special,6000012A,P,8,Promotional Kits,,T
SPJNR,Junior Line - Special,,P,8,Promotional Kits,,T
SPLIG,DENSIFY DUO - Special,6000014A,P,8,Promotional Kits,,T
SPMAG,MAGNIFY SYSTEM - Special,,P,8,Promotional Kits,,T
SPOJUL18,Sponsoring Promo July 2018,,P,8,Promotional Kits,T,T
SPONGE-POUFS,Sponge Poufs,,P,5,Samples and POP,,T
SPONSORPR,Sponsoring Promo,,P,5,Samples and POP,T,T
SPONVOL,Sponsoring Promo - Free Volume System,,P,8,Promotional Kits,T,T
SPPBT,POWER BOOST SYSTEM - Special,,P,8,Promotional Kits,,T
SPPLA,Platinium Duo - Special,,P,8,Promotional Kits,,T
SPRJQ,REJUVENIQE OIL - Special,,P,8,Promotional Kits,T,T
SPSTY,STYLIZED SYSTEM - Special,,P,8,Promotional Kits,,T
SPVIPWELCO,SPANISH VIP WELCOME LETTER,,P,1,Products,T,T
SPVOL,VOLUME SYSTEM - Special,6000013A,P,8,Promotional Kits,,T
SPX1,R3 System - Special,,P,8,Promotional Kits,,T
SSUMMAS,Super MMasque - Invalid,(Do not use) (Use this SKU: OFMOIREJUV),P,8,Promotional Kits,T,T
SSWB,Smart Start Workbook,PPD,P,5,Samples and POP,,T
SSWBC,Smart Start Workbook Canada,,P,5,Samples and POP,,T
STARTBUSFL,Start a Business Flyer,English,P,5,Samples and POP,T,T
STARTCA,Starter Kit (CAN),,P,3,Starter Kit,T,T
STARTERKIT-BAG,MONAT Business Bag,STARTERKIT-BAG,P,5,Samples and POP,T,T
STARTERKT,Starter Kit,New May 2018 English,P,3,Starter Kit,,T
STARTUS,Starter Kit (US),,P,3,Starter Kit,T,T
STKSFRSP,STOCKING STUFFER SPECIAL,,P,8,Promotional Kits,T,T
STOCKING,Holiday Stocking,,P,5,Samples and POP,,T
STRKTBAG,Starter Kit Pleather Bag,Starter Kit Bag,P,10,Promotional Items,,T
STYBLACK,Stylized System + Black System,,P,1,Products,T,T
STYCKTL,Styling Cocktail + Thermal Roller Brushes,,P,8,Promotional Kits,T,T
STYCLASSIC,Stylized System + Classic Confidence System,,P,1,Products,T,T
STYGOSYS,STYLE & GO System,,P,8,Promotional Kits,T,T
STYLETITGR,Stylized System + Let It Grow System,,P,1,Products,T,T
STYLIZED,STYLIZED SYSTEM,,P,9,Systems,,T
STYLPRO,Style Like a Pro Kit,STYLPRO,P,8,Promotional Kits,T,T
STYMAGNIFY,Stylized System + Magnify System,,P,1,Products,T,T
STYPWRBST,Stylized System + Power Boost System,,P,1,Products,T,T
STYSTYLIZE,Stylized System + Stylized System,,P,1,Products,T,T
STYTRVL,Stylized System + Mini Travel Set + Head Band,,P,8,Promotional Kits,T,T
STYVOLUME,Stylized System + Volume System,,P,1,Products,T,T
SUCCESSPA,Elevated Success Product Pack,REPLACEMENTS ONLY,P,2,Product Pack,T,T
SUCCESSPC,Success Product Pack,old version,P,2,Product Pack,T,T
SUCCESSPK,Elevated Success Product Pack,,P,2,Product Pack,T,T
SUCCESSPP,Success Product Pack,,P,2,Product Pack,T,T
SUMBALANCE,Summer Balance System,,P,1,Products,T,T
SUMBLACK,Summer Black System,,P,1,Products,T,T
SUMCLASSIC,Summer Classic Confidence System,,P,1,Products,T,T
SUMHAIRCOM,Summer Hair Combo + Cooler Bag,,P,8,Promotional Kits,T,T
SUMMAGNIFY,Summer Magnify System,,P,1,Products,T,T
SUMPOWER,Summer Power Boost System,,P,1,Products,T,T
SUMREJUVE,Summer Rejuveniqe Oil,,P,1,Products,T,T
SUMSTYLIZE,Summer Stylized System,,P,1,Products,T,T
SUMTSP,Summer Stylin' Promo,,P,8,Promotional Kits,T,T
SUMVOLUME,Summer Volume System,,P,1,Products,T,T
TOMYNFS,The Only Masque You Need FS,,P,1,Products,T,T
TOPSECRET,TOP SECRET SAMPLES,,P,8,Promotional Kits,,T
TRAVELSET1,Super Smooth Travel Set,,P,8,Promotional Kits,T,T
TRAVELSET2,Super Volume Travel Set,,P,8,Promotional Kits,T,T
TRAVELSET3,Super Clean Travel Set,,P,8,Promotional Kits,T,T
TRAYCATALOGSET4,TRAY FOR HOLIDAY SET#4,,P,6,Packaging,T,T
TRAYCATALOGSET5,TRAY FOR HOLIDAY SET#5,,P,6,Packaging,T,T
TRIO-ACRYL,Monat Rejuva-Trio Acrylilc Box,,P,6,Packaging,T,T
TRIO-OFY,TRIO ONLY FOR YOU --FREE--,,P,8,Promotional Kits,T,T
TRIOOC1,Trio of Cases + Travel Size Products,,P,8,Promotional Kits,T,T
TTSPROMO,Time To Style Promo,,P,8,Promotional Kits,T,T
UKPRBLACK,PR Black 2 in 1 £ 10,6000000207,P,8,Promotional Kits,,T
UKPRBLO,PR BRILLIANT BLONDE SHAMPOO,20004.8.0A,P,8,Promotional Kits,,T
UKPRBLOW,PR BLOW OUT  £ 5,6000000213,P,8,Promotional Kits,,T
UKPRBRU,PR Beatutiful  Brunette Shampoo,20008.8.0A,P,8,Promotional Kits,,T
UKPRCHAMP,PR THE CHAMP  £ 5,6000000211,P,8,Promotional Kits,,T
UKPRCLAR,PR CLARIFYING SHAMPOO,6000000242,P,8,Promotional Kits,,T
UKPREFFO,Smoothing Promo UK,UKPREFFO,P,8,Promotional Kits,,T
UKPRIR,PR INTENSE REPAIR  SHAMPOO,20021.8.0A,P,8,Promotional Kits,,T
UKPRPLA,PR PEFECTLY PLATINIUM SHAMPOO,20006.8.0A,P,8,Promotional Kits,,T
UKPRREF,PR PROMO REFINISH £ 5,20024.8.0B,P,8,Promotional Kits,,T
UKPRREN,PR RENEW SHAMPOO,6000000198,P,8,Promotional Kits,,T
UKPRRESH,PR RESHAPE  £ 5,6000000203,P,8,Promotional Kits,,T
UKPRREVI,PR REVIVE SHAMPOO,6000000201,P,8,Promotional Kits,,T
UNICATADVC,"Advanced Hydrating Conditioner, 6 oz.",,P,8,Promotional Kits,,T
UNICATADVS,Advanced Hydrating Shampoo,,P,8,Promotional Kits,,T
UNICATBLAC,Black Men's 2-in-1,,P,8,Promotional Kits,,T
UNICATBLAO,MONAT Black Beard Oil,,P,8,Promotional Kits,,T
UNICATBLOW,Blow Out Cream,,P,8,Promotional Kits,,T
UNICATJUNC,JUNIOR Gentle Conditioner,,P,8,Promotional Kits,,T
UNICATJUNS,JUNIOR Gentle Shampoo,,P,8,Promotional Kits,,T
UNICATPPCO,Perfectly Platinum Conditioner,,P,8,Promotional Kits,,T
UNICATPPSH,Perfectly Platinum Shampoo,,P,8,Promotional Kits,,T
UNICATSCUL,Restyle Sculpting Taffy,,P,8,Promotional Kits,,T
UNICATSMMA,Super Moisture Masque,,P,8,Promotional Kits,,T
UNICATTHIC,"Thickening Spray, 2 oz.",,P,8,Promotional Kits,,T
USPACKUPD,US Pack Update,,P,5,Samples and POP,T,T
USPACKUPDT,Free US Pack Update,,P,5,Samples and POP,T,T
VALSLEEVE,Valentine's Sleeve,,P,6,Packaging,T,T
VIP-BROCH1,Vip Brochure,Sep-17,P,5,Samples and POP,T,T
VIPBROCA10,VIP Brochure (Pack of 10) (Canada),,P,5,Samples and POP,,T
VIPBROCAU,VIP Brochure Unit (Canada),,P,5,Samples and POP,,T
VIPBROUS10,VIP Brochure USA  (ENG) / 10 pack,,P,5,Samples and POP,,T
VIPBROUSU,VIP Brochure USA  (ENG),,P,5,Samples and POP,,T
VIPCANCEL1,VIP Cancellation Fee - 1 shipment,,S,7,Other Income,,T
VIPCANCEL2,VIP Cancellation Fee - 2 shipments,,S,7,Other Income,,T
VIPFLP2,VIP Style Magazine - Fall 2016 (10 Pack),,P,5,Samples and POP,T,T
VIPFLU2,VIP Style Magazine - Fall 2016 (Unit),,P,5,Samples and POP,T,T
VIPSMP1,VIP STYLE MAGAZINE V1 (10 Pack),,P,5,Samples and POP,T,T
VIPSMP2,VIP Style Magazine - Summer 2016 (10 Pack),V2,P,5,Samples and POP,T,T
VIPSMU1,VIP STYLE MAGAZINE V1 (Unit),,P,5,Samples and POP,T,T
VIPSMU2,VIP Style Magazine - Summer 2016 (Unit),V2,P,5,Samples and POP,T,T
VIPTERFEE,VIP Early Termination Fee,,S,7,Other Income,T,T
VIPWELCOME,VIP Welcome Letter,,P,5,Samples and POP,T,T
VOLBALANCE,Promo Volume + Balance System,,P,8,Promotional Kits,T,T
VOLBLACK,Promo Volume + Black System,,P,8,Promotional Kits,T,T
VOLCLASSIC,Promo Volume + Classic Confidence System,,P,8,Promotional Kits,T,T
VOLHYDRAT,Promo Volume + Hydration System,,P,8,Promotional Kits,T,T
VOLLETITGR,Promo Volume + Let It Grow System,,P,8,Promotional Kits,T,T
VOLMAGNIFY,Promo Volume + Magnify System,,P,8,Promotional Kits,T,T
VOLPWRBST,Promo Volume + Power Boost System,,P,8,Promotional Kits,T,T
VOLREJUVEN,Promo Volume + Rejuveniqe,,P,8,Promotional Kits,T,T
VOLSHIP,Shipping for Free Volume System,,S,7,Other Income,,T
VOLSTYLIZE,Promo Volume + Stylize System,,P,8,Promotional Kits,T,T
VOLTRVL,Volume System + Mini Travel Set + Head Band,,P,8,Promotional Kits,T,T
VOLUMATCH,VOLUMATCH,,P,8,Promotional Kits,T,T
VOLVOLUME,Promo Volume + Volume System,,P,8,Promotional Kits,T,T
WELCOMELETTER,WELCOME LETTER FLYER STARTER KIT ENGLISH,,P,5,Samples and POP,T,T
WOOD BEARD COMB,Natural Hair & Beard Comb,,P,5,Samples and POP,,T
XMASLEEVE,Holiday Sleeve,,P,6,Packaging,T,T
intropack,Intro Pack,,P,5,Samples and POP,T,T
intropackv,Intro Pack with VIP brochure,,P,5,Samples and POP,T,T
